4.3,550,2641,175,1.24,0.243,0.308,2.752,10
4.1,540,2641,175,1.24,0.243,0.308,2.752,10
4,530,2641,175,1.24,0.243,0.308,2.752,10
3.9,520,2641,175,1.24,0.243,0.308,2.752,10
3.7,510,2641,175,1.24,0.243,0.308,2.752,10
3.6,500,2641,175,1.24,0.243,0.308,2.752,10
3.4,490,2641,175,1.24,0.243,0.308,2.752,10
3.3,480,2641,175,1.24,0.243,0.308,2.752,10
3.2,470,2641,175,1.24,0.243,0.308,2.752,10
3.1,460,2641,175,1.24,0.243,0.308,2.752,10
2.9,450,2641,175,1.24,0.243,0.308,2.752,10
2.8,440,2641,175,1.24,0.243,0.308,2.752,10
2.7,430,2641,175,1.24,0.243,0.308,2.752,10
2.6,420,2641,175,1.24,0.243,0.308,2.752,10
2.5,410,2641,175,1.24,0.243,0.308,2.752,10
2.3,400,2641,175,1.24,0.243,0.308,2.752,10
2.2,390,2641,175,1.24,0.243,0.308,2.752,10
2.1,380,2641,175,1.24,0.243,0.308,2.752,10
2,370,2641,175,1.24,0.243,0.308,2.752,10
1.9,360,2641,175,1.24,0.243,0.308,2.752,10
1.8,350,2641,175,1.24,0.243,0.308,2.752,10
1.7,340,2641,175,1.24,0.243,0.308,2.752,10
1.6,330,2641,175,1.24,0.243,0.308,2.752,10
1.5,320,2641,175,1.24,0.243,0.308,2.752,10
1.4,310,2641,175,1.24,0.243,0.308,2.752,10
1.3,300,2641,175,1.24,0.243,0.308,2.752,10
1.2,290,2641,175,1.24,0.243,0.308,2.752,10
1.1,280,2641,175,1.24,0.243,0.308,2.752,10
1,270,2641,175,1.24,0.243,0.308,2.752,10
0.9,260,2641,175,1.24,0.243,0.308,2.752,10
0.8,250,2641,175,1.24,0.243,0.308,2.752,10
0.7,240,2641,175,1.24,0.243,0.308,2.752,10
0.6,230,2641,175,1.24,0.243,0.308,2.752,10
0.6,220,2641,175,1.24,0.243,0.308,2.752,10
0.5,210,2641,175,1.24,0.243,0.308,2.752,10
0.4,200,2641,175,1.24,0.243,0.308,2.752,10
0.3,190,2641,175,1.24,0.243,0.308,2.752,10
0.3,180,2641,175,1.24,0.243,0.308,2.752,10
0.2,170,2641,175,1.24,0.243,0.308,2.752,10
0.1,160,2641,175,1.24,0.243,0.308,2.752,10
0.1,150,2641,175,1.24,0.243,0.308,2.752,10
0,140,2641,175,1.24,0.243,0.308,2.752,10
0,130,2641,175,1.24,0.243,0.308,2.752,10
-0.1,120,2641,175,1.24,0.243,0.308,2.752,10
-0.1,110,2641,175,1.24,0.243,0.308,2.752,10
-0.1,100,2641,175,1.24,0.243,0.308,2.752,10
-0.1,90,2641,175,1.24,0.243,0.308,2.752,10
-0.1,80,2641,175,1.24,0.243,0.308,2.752,10
-0.1,70,2641,175,1.24,0.243,0.308,2.752,10
0,60,2641,175,1.24,0.243,0.308,2.752,10
0.1,50,2641,175,1.24,0.243,0.308,2.752,10
0.4,40,2641,175,1.24,0.243,0.308,2.752,10
0.9,30,2641,175,1.24,0.243,0.308,2.752,10
2,20,2641,175,1.24,0.243,0.308,2.752,10
5.3,10,2641,175,1.24,0.243,0.308,2.752,10
0,0,2641,175,1.24,0.243,0.308,2.752,10
13.9,1000,2600,175,1.24,0.243,0.308,2.752,10
13.6,990,2600,175,1.24,0.243,0.308,2.752,10
13.3,980,2600,175,1.24,0.243,0.308,2.752,10
13,970,2600,175,1.24,0.243,0.308,2.752,10
12.8,960,2600,175,1.24,0.243,0.308,2.752,10
12.5,950,2600,175,1.24,0.243,0.308,2.752,10
12.2,940,2600,175,1.24,0.243,0.308,2.752,10
12,930,2600,175,1.24,0.243,0.308,2.752,10
11.7,920,2600,175,1.24,0.243,0.308,2.752,10
11.4,910,2600,175,1.24,0.243,0.308,2.752,10
11.2,900,2600,175,1.24,0.243,0.308,2.752,10
10.9,890,2600,175,1.24,0.243,0.308,2.752,10
10.7,880,2600,175,1.24,0.243,0.308,2.752,10
10.4,870,2600,175,1.24,0.243,0.308,2.752,10
10.2,860,2600,175,1.24,0.243,0.308,2.752,10
10,850,2600,175,1.24,0.243,0.308,2.752,10
9.8,840,2600,175,1.24,0.243,0.308,2.752,10
9.5,830,2600,175,1.24,0.243,0.308,2.752,10
9.3,820,2600,175,1.24,0.243,0.308,2.752,10
9.1,810,2600,175,1.24,0.243,0.308,2.752,10
8.9,800,2600,175,1.24,0.243,0.308,2.752,10
8.7,790,2600,175,1.24,0.243,0.308,2.752,10
8.5,780,2600,175,1.24,0.243,0.308,2.752,10
8.2,770,2600,175,1.24,0.243,0.308,2.752,10
8,760,2600,175,1.24,0.243,0.308,2.752,10
7.8,750,2600,175,1.24,0.243,0.308,2.752,10
7.6,740,2600,175,1.24,0.243,0.308,2.752,10
7.5,730,2600,175,1.24,0.243,0.308,2.752,10
7.3,720,2600,175,1.24,0.243,0.308,2.752,10
7.1,710,2600,175,1.24,0.243,0.308,2.752,10
6.9,700,2600,175,1.24,0.243,0.308,2.752,10
6.7,690,2600,175,1.24,0.243,0.308,2.752,10
6.5,680,2600,175,1.24,0.243,0.308,2.752,10
6.4,670,2600,175,1.24,0.243,0.308,2.752,10
6.2,660,2600,175,1.24,0.243,0.308,2.752,10
6,650,2600,175,1.24,0.243,0.308,2.752,10
5.9,640,2600,175,1.24,0.243,0.308,2.752,10
5.7,630,2600,175,1.24,0.243,0.308,2.752,10
5.5,620,2600,175,1.24,0.243,0.308,2.752,10
5.4,610,2600,175,1.24,0.243,0.308,2.752,10
5.2,600,2600,175,1.24,0.243,0.308,2.752,10
5,590,2600,175,1.24,0.243,0.308,2.752,10
4.9,580,2600,175,1.24,0.243,0.308,2.752,10
4.7,570,2600,175,1.24,0.243,0.308,2.752,10
4.6,560,2600,175,1.24,0.243,0.308,2.752,10
4.4,550,2600,175,1.24,0.243,0.308,2.752,10
4.3,540,2600,175,1.24,0.243,0.308,2.752,10
4.1,530,2600,175,1.24,0.243,0.308,2.752,10
4,520,2600,175,1.24,0.243,0.308,2.752,10
3.9,510,2600,175,1.24,0.243,0.308,2.752,10
3.7,500,2600,175,1.24,0.243,0.308,2.752,10
3.6,490,2600,175,1.24,0.243,0.308,2.752,10
3.5,480,2600,175,1.24,0.243,0.308,2.752,10
3.3,470,2600,175,1.24,0.243,0.308,2.752,10
3.2,460,2600,175,1.24,0.243,0.308,2.752,10
3.1,450,2600,175,1.24,0.243,0.308,2.752,10
2.9,440,2600,175,1.24,0.243,0.308,2.752,10
2.8,430,2600,175,1.24,0.243,0.308,2.752,10
2.7,420,2600,175,1.24,0.243,0.308,2.752,10
2.6,410,2600,175,1.24,0.243,0.308,2.752,10
2.4,400,2600,175,1.24,0.243,0.308,2.752,10
2.3,390,2600,175,1.24,0.243,0.308,2.752,10
2.2,380,2600,175,1.24,0.243,0.308,2.752,10
2.1,370,2600,175,1.24,0.243,0.308,2.752,10
2,360,2600,175,1.24,0.243,0.308,2.752,10
1.9,350,2600,175,1.24,0.243,0.308,2.752,10
1.8,340,2600,175,1.24,0.243,0.308,2.752,10
1.7,330,2600,175,1.24,0.243,0.308,2.752,10
1.6,320,2600,175,1.24,0.243,0.308,2.752,10
1.5,310,2600,175,1.24,0.243,0.308,2.752,10
1.3,300,2600,175,1.24,0.243,0.308,2.752,10
1.2,290,2600,175,1.24,0.243,0.308,2.752,10
1.1,280,2600,175,1.24,0.243,0.308,2.752,10
1,270,2600,175,1.24,0.243,0.308,2.752,10
1,260,2600,175,1.24,0.243,0.308,2.752,10
0.9,250,2600,175,1.24,0.243,0.308,2.752,10
0.8,240,2600,175,1.24,0.243,0.308,2.752,10
0.7,230,2600,175,1.24,0.243,0.308,2.752,10
0.6,220,2600,175,1.24,0.243,0.308,2.752,10
0.5,210,2600,175,1.24,0.243,0.308,2.752,10
0.4,200,2600,175,1.24,0.243,0.308,2.752,10
0.4,190,2600,175,1.24,0.243,0.308,2.752,10
0.3,180,2600,175,1.24,0.243,0.308,2.752,10
0.2,170,2600,175,1.24,0.243,0.308,2.752,10
0.1,160,2600,175,1.24,0.243,0.308,2.752,10
0.1,150,2600,175,1.24,0.243,0.308,2.752,10
0,140,2600,175,1.24,0.243,0.308,2.752,10
0,130,2600,175,1.24,0.243,0.308,2.752,10
-0.1,120,2600,175,1.24,0.243,0.308,2.752,10
-0.1,110,2600,175,1.24,0.243,0.308,2.752,10
-0.1,100,2600,175,1.24,0.243,0.308,2.752,10
-0.1,90,2600,175,1.24,0.243,0.308,2.752,10
-0.1,80,2600,175,1.24,0.243,0.308,2.752,10
-0.1,70,2600,175,1.24,0.243,0.308,2.752,10
0,60,2600,175,1.24,0.243,0.308,2.752,10
0.1,50,2600,175,1.24,0.243,0.308,2.752,10
0.4,40,2600,175,1.24,0.243,0.308,2.752,10
0.9,30,2600,175,1.24,0.243,0.308,2.752,10
2,20,2600,175,1.24,0.243,0.308,2.752,10
5.3,10,2600,175,1.24,0.243,0.308,2.752,10
0,0,2600,175,1.24,0.243,0.308,2.752,10
14.2,1000,2800,150,1.123,0.2,0.308,2.752,10
13.9,990,2800,150,1.123,0.2,0.308,2.752,10
13.6,980,2800,150,1.123,0.2,0.308,2.752,10
13.3,970,2800,150,1.123,0.2,0.308,2.752,10
12.9,960,2800,150,1.123,0.2,0.308,2.752,10
12.6,950,2800,150,1.123,0.2,0.308,2.752,10
12.3,940,2800,150,1.123,0.2,0.308,2.752,10
12,930,2800,150,1.123,0.2,0.308,2.752,10
11.7,920,2800,150,1.123,0.2,0.308,2.752,10
11.5,910,2800,150,1.123,0.2,0.308,2.752,10
11.2,900,2800,150,1.123,0.2,0.308,2.752,10
10.9,890,2800,150,1.123,0.2,0.308,2.752,10
10.6,880,2800,150,1.123,0.2,0.308,2.752,10
10.4,870,2800,150,1.123,0.2,0.308,2.752,10
10.1,860,2800,150,1.123,0.2,0.308,2.752,10
9.9,850,2800,150,1.123,0.2,0.308,2.752,10
9.6,840,2800,150,1.123,0.2,0.308,2.752,10
9.4,830,2800,150,1.123,0.2,0.308,2.752,10
9.1,820,2800,150,1.123,0.2,0.308,2.752,10
8.9,810,2800,150,1.123,0.2,0.308,2.752,10
8.6,800,2800,150,1.123,0.2,0.308,2.752,10
8.4,790,2800,150,1.123,0.2,0.308,2.752,10
8.2,780,2800,150,1.123,0.2,0.308,2.752,10
8,770,2800,150,1.123,0.2,0.308,2.752,10
7.8,760,2800,150,1.123,0.2,0.308,2.752,10
7.5,750,2800,150,1.123,0.2,0.308,2.752,10
7.3,740,2800,150,1.123,0.2,0.308,2.752,10
7.1,730,2800,150,1.123,0.2,0.308,2.752,10
6.9,720,2800,150,1.123,0.2,0.308,2.752,10
6.7,710,2800,150,1.123,0.2,0.308,2.752,10
6.6,700,2800,150,1.123,0.2,0.308,2.752,10
6.4,690,2800,150,1.123,0.2,0.308,2.752,10
6.2,680,2800,150,1.123,0.2,0.308,2.752,10
6,670,2800,150,1.123,0.2,0.308,2.752,10
5.8,660,2800,150,1.123,0.2,0.308,2.752,10
5.6,650,2800,150,1.123,0.2,0.308,2.752,10
5.5,640,2800,150,1.123,0.2,0.308,2.752,10
5.3,630,2800,150,1.123,0.2,0.308,2.752,10
5.1,620,2800,150,1.123,0.2,0.308,2.752,10
5,610,2800,150,1.123,0.2,0.308,2.752,10
4.8,600,2800,150,1.123,0.2,0.308,2.752,10
4.7,590,2800,150,1.123,0.2,0.308,2.752,10
4.5,580,2800,150,1.123,0.2,0.308,2.752,10
4.4,570,2800,150,1.123,0.2,0.308,2.752,10
4.2,560,2800,150,1.123,0.2,0.308,2.752,10
4.1,550,2800,150,1.123,0.2,0.308,2.752,10
3.9,540,2800,150,1.123,0.2,0.308,2.752,10
3.8,530,2800,150,1.123,0.2,0.308,2.752,10
3.6,520,2800,150,1.123,0.2,0.308,2.752,10
3.5,510,2800,150,1.123,0.2,0.308,2.752,10
3.4,500,2800,150,1.123,0.2,0.308,2.752,10
3.2,490,2800,150,1.123,0.2,0.308,2.752,10
3.1,480,2800,150,1.123,0.2,0.308,2.752,10
3,470,2800,150,1.123,0.2,0.308,2.752,10
2.9,460,2800,150,1.123,0.2,0.308,2.752,10
2.7,450,2800,150,1.123,0.2,0.308,2.752,10
2.6,440,2800,150,1.123,0.2,0.308,2.752,10
2.5,430,2800,150,1.123,0.2,0.308,2.752,10
2.4,420,2800,150,1.123,0.2,0.308,2.752,10
2.3,410,2800,150,1.123,0.2,0.308,2.752,10
2.2,400,2800,150,1.123,0.2,0.308,2.752,10
2.1,390,2800,150,1.123,0.2,0.308,2.752,10
1.9,380,2800,150,1.123,0.2,0.308,2.752,10
1.8,370,2800,150,1.123,0.2,0.308,2.752,10
1.7,360,2800,150,1.123,0.2,0.308,2.752,10
1.6,350,2800,150,1.123,0.2,0.308,2.752,10
1.5,340,2800,150,1.123,0.2,0.308,2.752,10
1.4,330,2800,150,1.123,0.2,0.308,2.752,10
1.3,320,2800,150,1.123,0.2,0.308,2.752,10
1.2,310,2800,150,1.123,0.2,0.308,2.752,10
1.1,300,2800,150,1.123,0.2,0.308,2.752,10
1,290,2800,150,1.123,0.2,0.308,2.752,10
1,280,2800,150,1.123,0.2,0.308,2.752,10
0.9,270,2800,150,1.123,0.2,0.308,2.752,10
0.8,260,2800,150,1.123,0.2,0.308,2.752,10
0.7,250,2800,150,1.123,0.2,0.308,2.752,10
0.6,240,2800,150,1.123,0.2,0.308,2.752,10
0.5,230,2800,150,1.123,0.2,0.308,2.752,10
0.5,220,2800,150,1.123,0.2,0.308,2.752,10
0.4,210,2800,150,1.123,0.2,0.308,2.752,10
0.3,200,2800,150,1.123,0.2,0.308,2.752,10
0.3,190,2800,150,1.123,0.2,0.308,2.752,10
0.2,180,2800,150,1.123,0.2,0.308,2.752,10
0.1,170,2800,150,1.123,0.2,0.308,2.752,10
0.1,160,2800,150,1.123,0.2,0.308,2.752,10
0,150,2800,150,1.123,0.2,0.308,2.752,10
0,140,2800,150,1.123,0.2,0.308,2.752,10
-0.1,130,2800,150,1.123,0.2,0.308,2.752,10
-0.1,120,2800,150,1.123,0.2,0.308,2.752,10
-0.1,110,2800,150,1.123,0.2,0.308,2.752,10
-0.2,100,2800,150,1.123,0.2,0.308,2.752,10
-0.1,90,2800,150,1.123,0.2,0.308,2.752,10
-0.1,80,2800,150,1.123,0.2,0.308,2.752,10
-0.1,70,2800,150,1.123,0.2,0.308,2.752,10
0,60,2800,150,1.123,0.2,0.308,2.752,10
0.2,50,2800,150,1.123,0.2,0.308,2.752,10
0.4,40,2800,150,1.123,0.2,0.308,2.752,10
1,30,2800,150,1.123,0.2,0.308,2.752,10
2,20,2800,150,1.123,0.2,0.308,2.752,10
5.4,10,2800,150,1.123,0.2,0.308,2.752,10
0,0,2800,150,1.123,0.2,0.308,2.752,10
18.9,1000,2800,62,0.913,0.158,0.224,2.7,7
18.5,990,2800,62,0.913,0.158,0.224,2.7,7
18.1,980,2800,62,0.913,0.158,0.224,2.7,7
17.7,970,2800,62,0.913,0.158,0.224,2.7,7
17.2,960,2800,62,0.913,0.158,0.224,2.7,7
16.8,950,2800,62,0.913,0.158,0.224,2.7,7
16.4,940,2800,62,0.913,0.158,0.224,2.7,7
16,930,2800,62,0.913,0.158,0.224,2.7,7
15.6,920,2800,62,0.913,0.158,0.224,2.7,7
15.2,910,2800,62,0.913,0.158,0.224,2.7,7
14.8,900,2800,62,0.913,0.158,0.224,2.7,7
14.4,890,2800,62,0.913,0.158,0.224,2.7,7
14.1,880,2800,62,0.913,0.158,0.224,2.7,7
13.7,870,2800,62,0.913,0.158,0.224,2.7,7
13.4,860,2800,62,0.913,0.158,0.224,2.7,7
13,850,2800,62,0.913,0.158,0.224,2.7,7
12.6,840,2800,62,0.913,0.158,0.224,2.7,7
12.3,830,2800,62,0.913,0.158,0.224,2.7,7
11.9,820,2800,62,0.913,0.158,0.224,2.7,7
11.6,810,2800,62,0.913,0.158,0.224,2.7,7
11.3,800,2800,62,0.913,0.158,0.224,2.7,7
10.9,790,2800,62,0.913,0.158,0.224,2.7,7
10.6,780,2800,62,0.913,0.158,0.224,2.7,7
10.3,770,2800,62,0.913,0.158,0.224,2.7,7
10,760,2800,62,0.913,0.158,0.224,2.7,7
9.7,750,2800,62,0.913,0.158,0.224,2.7,7
9.4,740,2800,62,0.913,0.158,0.224,2.7,7
9.1,730,2800,62,0.913,0.158,0.224,2.7,7
8.8,720,2800,62,0.913,0.158,0.224,2.7,7
8.5,710,2800,62,0.913,0.158,0.224,2.7,7
8.3,700,2800,62,0.913,0.158,0.224,2.7,7
8,690,2800,62,0.913,0.158,0.224,2.7,7
7.7,680,2800,62,0.913,0.158,0.224,2.7,7
7.5,670,2800,62,0.913,0.158,0.224,2.7,7
7.2,660,2800,62,0.913,0.158,0.224,2.7,7
7,650,2800,62,0.913,0.158,0.224,2.7,7
6.7,640,2800,62,0.913,0.158,0.224,2.7,7
6.5,630,2800,62,0.913,0.158,0.224,2.7,7
6.3,620,2800,62,0.913,0.158,0.224,2.7,7
6.1,610,2800,62,0.913,0.158,0.224,2.7,7
5.8,600,2800,62,0.913,0.158,0.224,2.7,7
5.6,590,2800,62,0.913,0.158,0.224,2.7,7
5.4,580,2800,62,0.913,0.158,0.224,2.7,7
5.2,570,2800,62,0.913,0.158,0.224,2.7,7
5,560,2800,62,0.913,0.158,0.224,2.7,7
4.8,550,2800,62,0.913,0.158,0.224,2.7,7
4.7,540,2800,62,0.913,0.158,0.224,2.7,7
4.5,530,2800,62,0.913,0.158,0.224,2.7,7
4.3,520,2800,62,0.913,0.158,0.224,2.7,7
4.1,510,2800,62,0.913,0.158,0.224,2.7,7
4,500,2800,62,0.913,0.158,0.224,2.7,7
3.8,490,2800,62,0.913,0.158,0.224,2.7,7
3.6,480,2800,62,0.913,0.158,0.224,2.7,7
3.5,470,2800,62,0.913,0.158,0.224,2.7,7
3.3,460,2800,62,0.913,0.158,0.224,2.7,7
3.2,450,2800,62,0.913,0.158,0.224,2.7,7
3,440,2800,62,0.913,0.158,0.224,2.7,7
2.9,430,2800,62,0.913,0.158,0.224,2.7,7
2.8,420,2800,62,0.913,0.158,0.224,2.7,7
2.6,410,2800,62,0.913,0.158,0.224,2.7,7
2.5,400,2800,62,0.913,0.158,0.224,2.7,7
2.4,390,2800,62,0.913,0.158,0.224,2.7,7
2.2,380,2800,62,0.913,0.158,0.224,2.7,7
2.1,370,2800,62,0.913,0.158,0.224,2.7,7
2,360,2800,62,0.913,0.158,0.224,2.7,7
1.9,350,2800,62,0.913,0.158,0.224,2.7,7
1.7,340,2800,62,0.913,0.158,0.224,2.7,7
1.6,330,2800,62,0.913,0.158,0.224,2.7,7
1.5,320,2800,62,0.913,0.158,0.224,2.7,7
1.4,310,2800,62,0.913,0.158,0.224,2.7,7
1.3,300,2800,62,0.913,0.158,0.224,2.7,7
1.2,290,2800,62,0.913,0.158,0.224,2.7,7
1.1,280,2800,62,0.913,0.158,0.224,2.7,7
1,270,2800,62,0.913,0.158,0.224,2.7,7
0.9,260,2800,62,0.913,0.158,0.224,2.7,7
0.8,250,2800,62,0.913,0.158,0.224,2.7,7
0.7,240,2800,62,0.913,0.158,0.224,2.7,7
0.6,230,2800,62,0.913,0.158,0.224,2.7,7
0.6,220,2800,62,0.913,0.158,0.224,2.7,7
0.5,210,2800,62,0.913,0.158,0.224,2.7,7
0.4,200,2800,62,0.913,0.158,0.224,2.7,7
0.3,190,2800,62,0.913,0.158,0.224,2.7,7
0.2,180,2800,62,0.913,0.158,0.224,2.7,7
0.2,170,2800,62,0.913,0.158,0.224,2.7,7
0.1,160,2800,62,0.913,0.158,0.224,2.7,7
0.1,150,2800,62,0.913,0.158,0.224,2.7,7
0,140,2800,62,0.913,0.158,0.224,2.7,7
0,130,2800,62,0.913,0.158,0.224,2.7,7
-0.1,120,2800,62,0.913,0.158,0.224,2.7,7
-0.1,110,2800,62,0.913,0.158,0.224,2.7,7
-0.1,100,2800,62,0.913,0.158,0.224,2.7,7
-0.1,90,2800,62,0.913,0.158,0.224,2.7,7
-0.1,80,2800,62,0.913,0.158,0.224,2.7,7
-0.1,70,2800,62,0.913,0.158,0.224,2.7,7
0,60,2800,62,0.913,0.158,0.224,2.7,7
0.2,50,2800,62,0.913,0.158,0.224,2.7,7
0.4,40,2800,62,0.913,0.158,0.224,2.7,7
0.9,30,2800,62,0.913,0.158,0.224,2.7,7
2,20,2800,62,0.913,0.158,0.224,2.7,7
5.3,10,2800,62,0.913,0.158,0.224,2.7,7
0,0,2800,62,0.913,0.158,0.224,2.7,7
17.7,1000,2887,62,0.913,0.158,0.224,2.7,7
17.3,990,2887,62,0.913,0.158,0.224,2.7,7
16.9,980,2887,62,0.913,0.158,0.224,2.7,7
16.5,970,2887,62,0.913,0.158,0.224,2.7,7
16,960,2887,62,0.913,0.158,0.224,2.7,7
15.7,950,2887,62,0.913,0.158,0.224,2.7,7
15.3,940,2887,62,0.913,0.158,0.224,2.7,7
14.9,930,2887,62,0.913,0.158,0.224,2.7,7
14.5,920,2887,62,0.913,0.158,0.224,2.7,7
14.1,910,2887,62,0.913,0.158,0.224,2.7,7
13.8,900,2887,62,0.913,0.158,0.224,2.7,7
13.4,890,2887,62,0.913,0.158,0.224,2.7,7
13,880,2887,62,0.913,0.158,0.224,2.7,7
12.7,870,2887,62,0.913,0.158,0.224,2.7,7
12.4,860,2887,62,0.913,0.158,0.224,2.7,7
12,850,2887,62,0.913,0.158,0.224,2.7,7
11.7,840,2887,62,0.913,0.158,0.224,2.7,7
11.4,830,2887,62,0.913,0.158,0.224,2.7,7
11,820,2887,62,0.913,0.158,0.224,2.7,7
10.7,810,2887,62,0.913,0.158,0.224,2.7,7
10.4,800,2887,62,0.913,0.158,0.224,2.7,7
10.1,790,2887,62,0.913,0.158,0.224,2.7,7
9.8,780,2887,62,0.913,0.158,0.224,2.7,7
9.5,770,2887,62,0.913,0.158,0.224,2.7,7
9.2,760,2887,62,0.913,0.158,0.224,2.7,7
8.9,750,2887,62,0.913,0.158,0.224,2.7,7
8.6,740,2887,62,0.913,0.158,0.224,2.7,7
8.4,730,2887,62,0.913,0.158,0.224,2.7,7
8.1,720,2887,62,0.913,0.158,0.224,2.7,7
7.8,710,2887,62,0.913,0.158,0.224,2.7,7
7.6,700,2887,62,0.913,0.158,0.224,2.7,7
7.4,690,2887,62,0.913,0.158,0.224,2.7,7
7.1,680,2887,62,0.913,0.158,0.224,2.7,7
6.9,670,2887,62,0.913,0.158,0.224,2.7,7
6.6,660,2887,62,0.913,0.158,0.224,2.7,7
6.4,650,2887,62,0.913,0.158,0.224,2.7,7
6.2,640,2887,62,0.913,0.158,0.224,2.7,7
6,630,2887,62,0.913,0.158,0.224,2.7,7
5.8,620,2887,62,0.913,0.158,0.224,2.7,7
5.6,610,2887,62,0.913,0.158,0.224,2.7,7
5.4,600,2887,62,0.913,0.158,0.224,2.7,7
5.2,590,2887,62,0.913,0.158,0.224,2.7,7
5,580,2887,62,0.913,0.158,0.224,2.7,7
4.8,570,2887,62,0.913,0.158,0.224,2.7,7
4.6,560,2887,62,0.913,0.158,0.224,2.7,7
4.5,550,2887,62,0.913,0.158,0.224,2.7,7
4.3,540,2887,62,0.913,0.158,0.224,2.7,7
4.1,530,2887,62,0.913,0.158,0.224,2.7,7
4,520,2887,62,0.913,0.158,0.224,2.7,7
3.8,510,2887,62,0.913,0.158,0.224,2.7,7
3.7,500,2887,62,0.913,0.158,0.224,2.7,7
3.5,490,2887,62,0.913,0.158,0.224,2.7,7
3.4,480,2887,62,0.913,0.158,0.224,2.7,7
3.2,470,2887,62,0.913,0.158,0.224,2.7,7
3.1,460,2887,62,0.913,0.158,0.224,2.7,7
2.9,450,2887,62,0.913,0.158,0.224,2.7,7
2.8,440,2887,62,0.913,0.158,0.224,2.7,7
2.7,430,2887,62,0.913,0.158,0.224,2.7,7
2.5,420,2887,62,0.913,0.158,0.224,2.7,7
2.4,410,2887,62,0.913,0.158,0.224,2.7,7
2.3,400,2887,62,0.913,0.158,0.224,2.7,7
2.2,390,2887,62,0.913,0.158,0.224,2.7,7
2,380,2887,62,0.913,0.158,0.224,2.7,7
1.9,370,2887,62,0.913,0.158,0.224,2.7,7
1.8,360,2887,62,0.913,0.158,0.224,2.7,7
1.7,350,2887,62,0.913,0.158,0.224,2.7,7
1.6,340,2887,62,0.913,0.158,0.224,2.7,7
1.5,330,2887,62,0.913,0.158,0.224,2.7,7
1.4,320,2887,62,0.913,0.158,0.224,2.7,7
1.3,310,2887,62,0.913,0.158,0.224,2.7,7
1.2,300,2887,62,0.913,0.158,0.224,2.7,7
1.1,290,2887,62,0.913,0.158,0.224,2.7,7
1,280,2887,62,0.913,0.158,0.224,2.7,7
0.9,270,2887,62,0.913,0.158,0.224,2.7,7
0.8,260,2887,62,0.913,0.158,0.224,2.7,7
0.7,250,2887,62,0.913,0.158,0.224,2.7,7
0.6,240,2887,62,0.913,0.158,0.224,2.7,7
0.6,230,2887,62,0.913,0.158,0.224,2.7,7
0.5,220,2887,62,0.913,0.158,0.224,2.7,7
0.4,210,2887,62,0.913,0.158,0.224,2.7,7
0.3,200,2887,62,0.913,0.158,0.224,2.7,7
0.3,190,2887,62,0.913,0.158,0.224,2.7,7
